

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2015-08-18T07:55:14PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
20219|IC 0766|182.72333 | -12.65525 |G|  4336| 0.014463 |    |15.00|  0.000|14|0|13|0|3|6|0
20220|CGCG 215-049|182.74482 |  43.24940 |G|  5944| 0.019827 |    |14.9g|  0.000|9|0|53|5|1|12|0
20221|SDSS J121059.09+294446.5|182.74625 |  29.74628 |G|  3824| 0.012755 |    |17.4g|  0.000|3|0|4|0|3|0|0
20222|LCRS B120828.2-122216|182.76092 | -12.64950 |G|  4366| 0.014563 |    |17.09|  0.000|4|0|5|1|1|0|0
20223|SDSS J121103.37+003726.7|182.76408 |   0.62410 |G|  5964| 0.019895 |    |17.7g|  0.000|7|0|45|4|3|8|0
20224|2MASX J12110805-2435132|182.78350 | -24.58700 |G|  3404| 0.011355 |    |15.7R|  0.000|3|0|9|0|1|2|0
20225|GALEXASC J121109.76+004707.7  |182.79067 |   0.78576 |G|  5966| 0.019900 |:   |19.09|  0.000|3|0|9|2|1|0|1
20226|SDSS J121110.86+012630.0|182.79525 |   1.44168 |G|  5747| 0.019171 |    |18.3g|  0.000|6|0|44|4|3|8|0
20227|SDSS J121118.28+573840.9|182.82621 |  57.64469 |G|  4932| 0.016453 |    |16.6g|  0.000|4|0|26|1|2|4|0
20228|SDSS J121119.16+503516.7|182.82990 |  50.58799 |G|  5280| 0.017613 |    |16.8g|  0.000|4|0|43|2|2|8|0
20229|MRK 0200|182.84442 |  48.53407 |G|  4381| 0.014615 |    |16.3g|  0.000|14|0|42|4|5|8|0
20230|2MASX J12112462+5845333|182.85288 |  58.75919 |G|  3186| 0.010626 |    |16.0g|  0.000|3|0|30|1|2|6|1
20231|SBS 1208+590|182.85500 |  58.75878 |G|  3180| 0.010609 |    |15.3g|  0.000|12|0|21|3|3|5|1
20232|SDSS J121130.72+144838.6|182.87800 |  14.81072 |G|  4539| 0.015141 |    |17.5g|  0.000|5|0|21|1|4|4|0
20233|HDCE 0699|182.87958 |  29.02139 |GGroup|  3886| 0.012962 |    |     |  0.000|1|0|0|0|1|0|0
20234|SDSS J121132.01+521930.2|182.88338 |  52.32506 |G|  5530| 0.018446 |    |17.1g|  0.000|0|0|20|1|1|4|0
20235|SDSS J121132.17+521929.6|182.88407 |  52.32490 |G|  5514| 0.018394 |    |21.4g|  0.000|3|0|5|1|0|4|0
20236|SDSS J121133.10-022341.1|182.88794 |  -2.39477 |G|  5824| 0.019427 |    |17.3g|  0.000|7|0|44|4|3|8|0
20237|NGC 4161|182.88941 |  57.73749 |G|  4899| 0.016341 |    |13.6g|  0.000|35|0|60|7|5|15|0
20238|GALEXASC J121140.98+001510.3  |182.92067 |   0.25269 |G|  5966| 0.019900 |:   |18.78|  0.000|4|0|9|2|1|0|0
20239|2MASX J12114097-3832588|182.92075 | -38.54967 |PofG|  3048| 0.010167 |    |17.2R|  0.000|2|0|9|0|1|2|0
20240|ESO 321- G 010|182.92558 | -38.54850 |G|  3135| 0.010456 |    |14.22|  0.000|52|3|30|4|4|17|0
20241|6dF J1211430-390846|182.92912 | -39.14597 |G|  3159| 0.010537 |    |15.9R|  0.000|3|0|0|0|1|0|0
20242|SDSS J121144.61+192926.2|182.93591 |  19.49062 |G|  3495| 0.011659 |    |15.4g|  0.000|4|0|15|1|0|4|0
20243|KUG 1209+197|182.93611 |  19.49054 |GPair|  3350| 0.011174 |    |15.6 |  0.000|8|0|5|2|0|0|0
20244|IC 0768|182.94840 |  12.14371 |G|  4020| 0.013409 |    |14.5g|  0.000|45|1|61|6|8|14|0
20245|SDSS J121155.38-020913.2|182.98075 |  -2.15368 |G|  5852| 0.019521 |    |19.24|  0.000|3|0|24|3|1|4|0
20246|SDSS J121155.58+564811.0|182.98163 |  56.80308 |G|  5680| 0.018945 |    |17.5g|  0.000|4|0|35|2|2|8|0
20247|CGCG 158-040|182.98670 |  27.64321 |G|  4073| 0.013586 |    |14.8g|  0.000|24|0|39|5|8|10|1
20248|MCG -01-31-008|183.01346 |  -4.87689 |G|  5448| 0.018173 |    |14.70|  0.000|12|0|13|2|1|6|1
20249|GALEXASC J121210.48-112239.6  |183.04359 | -11.37796 |QSO|  4758| 0.015871 |    |17.20|  0.000|3|0|4|0|0|0|0
20250|LDCE 0875|183.06250 |  28.96361 |GGroup|  3903| 0.013019 |    |     |  0.000|1|0|0|0|1|0|0
20251|NGC 4169|183.07825 |  29.17940 |G|  3784| 0.012622 |    |13.15|  0.000|118|2|84|7|10|10|0
20252|SDSS J121222.78+593029.5|183.09495 |  59.50822 |G|  4474| 0.014924 |    |17.9g|  0.000|4|0|39|2|2|8|0
20253|ESO 217- G 030|183.09717 | -52.46142 |G|  4650| 0.015511 |    |14.65|  0.000|19|2|17|3|3|16|0
20254|KUG 1209+290|183.10141 |  28.81711 |G|  3889| 0.012972 |    |14.5g|  0.000|46|2|39|9|10|9|0
20255|AGESVC1 168|183.10292 |   7.13639 |G|  5652| 0.018853 |    |     |  0.000|1|0|0|0|0|0|0
20256|KTG 42|183.10375 |  29.18917 |GTrpl|  3897| 0.013000 |    |13.5A|  0.000|38|2|0|0|1|0|0
20257|SDSS J121225.49+070812.6|183.10625 |   7.13683 |G|  5619| 0.018742 |    |17.7g|  0.000|4|0|28|1|3|4|0
20258|GALEXMSC J121225.72+290955.6  |183.10833 |  29.16556 |GTrpl|  3910| 0.013042 |    |     |  0.000|2|0|3|0|0|0|0
20259|NGC 4174|183.11203 |  29.14921 |G|  4045| 0.013493 |    |14.1g|  0.000|109|5|70|10|13|10|0
20260|SDSS J121230.72+291006.8|183.12804 |  29.16856 |PofG|  4107| 0.013700 |    |15.1g|  0.000|3|0|0|0|3|0|0
20261|NGC 4175|183.12937 |  29.16846 |G|  4012| 0.013384 |    |14.17|  0.000|118|1|70|8|11|6|0
20262|SDSS J121231.86+290958.7|183.13279 |  29.16631 |G|  3900| 0.013010 |    |14.4g|  0.000|3|0|15|1|3|4|0
20263|SDSS J121234.50+001109.9|183.14378 |   0.18609 |G|  5846| 0.019500 |    |18.61|  0.000|6|0|24|3|1|4|0
20264|IC 3040|183.14388 |  11.07504 |G|  4528| 0.015104 |    |15.9g|  0.000|27|0|41|4|3|11|0
20265|LCRS B121000.1-114533|183.14396 | -12.03700 |G|  5404| 0.018026 |    |16.34|  0.000|0|0|5|1|1|0|0
20266|2MASX J12123510-1934470|183.14616 | -19.57994 |G|  4014| 0.013389 |    |15.87|  0.000|7|0|17|3|1|2|0
20267|NGC 4176|183.15348 |  -9.16046 |G|  5616| 0.018733 |    |15.44|  0.000|11|0|14|0|2|2|0
20268|[M98j] 162|183.15793 |  29.08865 |GGroup|  4151| 0.013846 |    |     |  0.000|2|0|0|0|0|0|0
20269|SDSS J121237.97+005336.1|183.15824 |   0.89339 |G|  5936| 0.019800 |    |19.17|  0.000|3|0|24|3|1|4|0
20270|NGC 4177|183.17192 | -14.01456 |G|  4083| 0.013619 |    |13.32|  0.000|22|1|16|2|2|5|0
20271|SDSS J121252.26+481821.1|183.21779 |  48.30586 |G|  5897| 0.019671 |    |17.5g|  0.000|5|0|24|1|2|4|0
20272|NGC 4169 GROUP|183.23458 |  28.86639 |GGroup|  3907| 0.013032 |    |     |  0.000|16|0|0|0|2|0|0
20273|VCC 0071|183.24517 |  14.10880 |G|  5909| 0.019710 |    |18.0 |  0.000|9|0|1|1|2|0|6
20274|SBS 1210+578|183.26008 |  57.53842 |G|  5788| 0.019307 |    |16.9g|  0.000|9|1|36|2|2|8|0
20275|SDSS J121305.99+285917.5|183.27497 |  28.98820 |G|  3854| 0.012857 |    |17.81|  0.000|3|0|23|1|2|4|0
20276|ESO 267- G 026|183.27646 | -47.27956 |G|  5163| 0.017222 |    |16.04|  0.000|6|1|18|2|1|14|0
20277|MRK 0762|183.27708 |  17.09891 |G|  4205| 0.014026 |    |15.4 |  0.000|20|0|32|7|3|6|0
20278|ESO 379- G 033|183.28725 | -34.48811 |G|  4732| 0.015784 |    |15.67|  0.000|5|1|15|1|1|14|0
20279|UGC 07221|183.30772 |  28.83588 |G|  3815| 0.012725 |    |14.82|  0.000|34|1|43|6|10|11|0
20280|SDSS J121315.32+265003.5|183.31387 |  26.83432 |G|  4663| 0.015553 |    |18.2g|  0.000|3|0|19|1|3|4|0
20281|2MASX J12131940-4202594|183.33079 | -42.04994 |G|  4542| 0.015150 |    |13.3I|  0.000|5|0|13|0|1|2|0
20282|SDSS J121321.58+490106.2|183.33992 |  49.01839 |G|  5303| 0.017688 |    |17.1g|  0.000|5|1|24|1|1|4|0
20283|NGC 4185|183.34249 |  28.51098 |G|  3904| 0.013022 |    |12.90|  0.000|62|0|42|6|9|11|0
20284|AGC 749230|183.34375 |  27.21972 |RadioS|  4056| 0.013529 |    |     |  0.000|1|0|0|0|1|0|0
20285|LCRS B121048.7-114043|183.34687 | -11.95664 |G|  4397| 0.014667 |    |16.37|  0.000|3|0|5|1|1|0|0
20286|2MASX J12133085-4239232|183.37850 | -42.65642 |G|  4861| 0.016215 |    |13.1I|  0.000|5|0|13|0|1|2|0
20287|KUG 1211+297|183.38338 |  29.48203 |G|  3912| 0.013050 |    |15.7g|  0.000|13|0|17|1|4|2|0
20288|NSC J121332+160557|183.38342 |  16.09911 |GClstr|  3927| 0.013100 |PHOT|     |  0.000|1|0|0|0|0|0|0
20289|MCG -02-31-022|183.39655 | -13.19829 |G|  5230| 0.017445 |    |14.91|  0.000|9|0|13|1|2|3|0
20290|SBS 1211+564|183.39959 |  56.14317 |G|  3218| 0.010734 |    |17.4g|  0.000|5|0|39|2|2|8|0
20291|SDSS J121336.88-021020.9|183.40369 |  -2.17249 |G|  5758| 0.019206 |    |17.2g|  0.000|6|0|40|3|1|8|0
20292|LCRS B121108.9-024657|183.42831 |  -3.06037 |G|  5302| 0.017684 |    |17.0g|  0.000|6|0|41|4|3|8|0
20293|SDSS J121349.83+553037.4|183.45767 |  55.51042 |G|  5203| 0.017357 |    |18.0g|  0.000|4|0|39|2|1|8|0
20294|ESO 267- G 029|183.46779 | -47.27372 |G|  5445| 0.018163 |    |14.15|  0.000|52|2|41|4|6|16|0
20295|SDSS J121354.00+283456.2|183.47502 |  28.58230 |G|  3783| 0.012620 |    |16.2g|  0.000|3|0|19|1|2|4|0
20296|NSC J121356+151037|183.48575 |  15.17692 |GClstr|  4407| 0.014700 |PHOT|     |  0.000|1|0|0|0|0|0|0
20297|CGCG 098-110|183.49637 |  17.54899 |G|  5960| 0.019880 |    |15.4 |  0.000|13|0|33|4|1|6|0
20298|SDSS J121359.22+105640.0|183.49677 |  10.94447 |G|  5941| 0.019817 |    |17.5g|  0.000|7|0|44|2|3|8|0
20299|SDSS J121402.13+025933.4|183.50891 |   2.99263 |G|  5847| 0.019504 |    |17.2g|  0.000|5|0|44|2|2|8|0
20300|SGC 1211-470|183.51145 | -47.24970 |GPair|  5479| 0.018275 |    |     |  0.000|2|0|1|0|1|0|0
20301|GALEXASC J121403.94-035619.6  |183.51625 |  -3.93894 |G|  5516| 0.018400 |    |19.12|  0.000|1|0|5|2|1|0|0
20302|NGC 4188|183.53067 | -12.58600 |G|  4301| 0.014347 |    |14.11|  0.000|19|1|17|2|2|3|0
20303|KISSR 1246|183.53208 |  42.64114 |G|  5426| 0.018100 |    |19.7B|  0.000|1|0|3|0|1|0|3
20304|ESO 267- G 030|183.55366 | -47.22842 |G|  5543| 0.018489 |    |14.17|  0.000|56|1|40|4|2|16|0
20305|NGC 4195|183.57533 |  59.61544 |G|  4350| 0.014510 |    |14.8g|  0.000|27|1|32|3|4|11|0
20306|SDSS J121418.49+495459.2|183.57705 |  49.91647 |G|  4389| 0.014640 |    |17.6g|  0.000|4|0|43|2|2|8|0
20307|CGCG 269-044|183.58127 |  51.30272 |G|  3949| 0.013172 |    |14.6g|  0.000|12|0|53|5|3|11|0
20308|SDSS J121420.73+495035.9|183.58638 |  49.84331 |G|  4351| 0.014515 |    |17.8g|  0.000|2|0|28|1|2|4|0
20309|HIPASS J1214-69|183.59125 | -69.74056 |G|  5422| 0.018085 |    |     |  0.000|2|0|1|0|1|0|0
20310|WKK 0788|183.60594 | -58.44803 |G|  5643| 0.018823 |    |17.0 |  0.000|3|0|1|0|1|0|0
20311|NGC 4196|183.62396 |  28.42345 |G|  3975| 0.013259 |    |13.6g|  0.000|44|0|34|5|8|11|0
20312|LCRS B121156.4-023843|183.62641 |  -2.92319 |G|  5743| 0.019156 |    |16.3g|  0.000|8|0|50|5|3|10|0
20313|SDSS J121431.17+584502.4|183.62989 |  58.75069 |G|  4470| 0.014909 |    |17.5g|  0.000|4|0|39|2|2|8|0
20314|SDSS J121431.63+495427.7|183.63180 |  49.90770 |G|  4301| 0.014348 |    |17.9g|  0.000|4|0|43|2|2|8|0
20315|UGCl 260 NED02|183.63348 |  23.87210 |GClstr|  4265| 0.014226 |    |     |  0.000|2|0|0|0|0|0|0
20316|SBS 1212+493|183.64690 |  49.11328 |G|  3577| 0.011931 |    |17.3g|  0.000|11|1|39|2|2|8|0
20317|SDSS J121439.95+282605.6|183.66650 |  28.43490 |G|  3788| 0.012635 |    |17.8g|  0.000|3|0|19|1|3|4|0
20318|NGC 4201|183.67442 | -11.58286 |G|  5406| 0.018032 |    |14.44|  0.000|24|0|18|2|3|4|0
20319|HDCE 0705|183.68333 | -38.58250 |GTrpl|  3121| 0.010411 |    |     |  0.000|1|0|0|0|1|0|0
20320|WKK 0793|183.68946 | -69.68744 |G|  5366| 0.017899 |    |17.1 |  0.000|4|0|4|0|1|0|0
20321|VCC 0124|183.69706 |  13.08511 |G|  5845| 0.019497 |    |16.9g|  0.000|29|0|39|3|4|10|0
20322|SBS 1212+505|183.70201 |  50.27095 |G|  4009| 0.013372 |    |17.9g|  0.000|7|1|44|2|3|8|0
20323|CGCG 269-046|183.74176 |  52.94439 |G|  5441| 0.018150 |    |15.4g|  0.000|10|0|57|5|3|10|0
20324|LDCE 0878|183.74375 | -12.36972 |GTrpl|  5276| 0.017599 |    |     |  0.000|1|0|0|0|1|0|0
20325|IC 3060|183.75869 |  12.54710 |G|  5825| 0.019430 |    |15.1g|  0.000|29|2|58|6|8|11|0
20326|MCG -02-31-025|183.77163 | -13.23414 |G|  4296| 0.014330 |    |14.63|  0.000|11|0|10|0|2|6|0
20327|SDSS J121510.59-032641.5|183.79413 |  -3.44487 |G|  5117| 0.017070 |    |19.1g|  0.000|4|0|35|2|2|8|0
20328|CGCG 013-112|183.79817 |  -3.44114 |G|  5192| 0.017319 |    |15.1g|  0.000|33|0|46|3|6|9|0
20329|HIPASS J1215-35|183.80292 | -35.64056 |G|  3144| 0.010487 |    |     |  0.000|2|0|1|0|1|0|0
20330|IC 0771|183.80516 |  13.18454 |G|  5868| 0.019574 |    |14.9g|  0.000|33|0|61|6|7|13|0
20331|ESO 380- G 004|183.81092 | -34.79086 |G|  3050| 0.010174 |    |17.13|  0.000|6|1|6|2|1|11|0
20332|ESO 267- G 034|183.81950 | -43.02389 |G|  4432| 0.014784 |    |14.66|  0.000|8|2|16|1|2|18|0
20333|SDSSCGB 58078|183.82208 |  10.15242 |GGroup|  5996| 0.020000 |    |15.94|  0.000|1|0|0|0|0|0|0
20334|SDSS J121518.02+281051.4|183.82509 |  28.18097 |G|  4085| 0.013625 |    |17.8g|  0.000|3|0|15|1|2|4|0
20335|IC 3069|183.83281 |  10.16081 |G|  5859| 0.019544 |    |16.4g|  0.000|9|0|40|2|2|8|0
20336|LCRS B121248.6-120719|183.84702 | -12.40003 |G|  4295| 0.014327 |    |16.69|  0.000|3|0|5|1|1|0|0
20337|WKK 0805|183.84980 | -54.42545 |G|  4563| 0.015221 |    |18.3B|  0.000|3|0|1|0|0|0|0
20338|SDSS J121524.30+201812.3|183.85125 |  20.30340 |G|  3742| 0.012482 |    |18.64|  0.000|3|0|8|0|0|0|0
20339|AGESVC1 169|183.85625 |   7.77306 |G|  5952| 0.019854 |    |     |  0.000|1|0|0|0|0|0|0
20340|SDSS J121525.99+074627.1|183.85829 |   7.77419 |G|  5948| 0.019842 |    |16.2g|  0.000|4|0|28|1|3|4|0
20341|SDSS J121526.34-022600.1|183.85979 |  -2.43337 |G|  5355| 0.017861 |    |17.9g|  0.000|3|0|35|2|2|8|0
20342|ESO 321- G 016|183.86142 | -38.14417 |G|  3180| 0.010607 |    |13.80|  0.000|30|2|38|4|4|18|0
20343|ESO 267- G 035|183.87613 | -43.04647 |G|  4991| 0.016648 |    |17.02|  0.000|8|1|19|2|1|13|0
20344|UGC 07272|183.88396 |  51.91311 |G|  4039| 0.013474 |    |16.3g|  0.000|17|1|29|3|3|10|0
20345|GALEXASC J121532.67-035552.4  |183.88646 |  -3.93139 |G|  5841| 0.019482 |    |19.35|  0.000|2|0|5|2|1|0|0
20346|HIPASS J1215-44b|183.88875 | -44.65892 |G|  3106| 0.010362 |    |     |  0.000|1|0|4|0|1|0|0
20347|RR 213|183.91677 | -38.11791 |GPair|  3179| 0.010604 |    |     |  0.000|4|0|2|0|2|0|0
20348|CGCG 269-048|183.93675 |  54.85759 |G|  5740| 0.019148 |    |15.0g|  0.000|10|0|49|4|2|12|0
20349|MCG +09-20-132|183.94879 |  52.12572 |G|  3487| 0.011631 |    |16.6g|  0.000|13|1|20|2|2|5|0
20350|ESO 321- G 018|183.97617 | -38.09342 |G|  3163| 0.010551 |    |14.13|  0.000|23|2|27|3|3|17|0
20351|MCG +09-20-133|183.98109 |  54.70889 |G|  5358| 0.017873 |    |15.8g|  0.000|12|0|44|2|2|12|1
20352|ESO 441- G 024|183.98379 | -29.05628 |G|  3329| 0.011104 |    |15   |  0.000|21|0|24|2|4|15|0
20353|MRK 0046|183.98476 |  40.92567 |G|  3743| 0.012484 |    |16.4g|  0.000|22|1|55|5|5|12|0
20354|AGESVC1 180|183.98667 |   8.10056 |G|  4007| 0.013366 |    |     |  0.000|1|0|0|0|0|0|0
20355|ARK 354|183.99058 |   3.30591 |G|  5794| 0.019327 |    |14.5g|  0.000|17|1|49|6|4|12|0
20356|GALEXASC J121558.55-035633.7  |183.99354 |  -3.94331 |G|  5653| 0.018857 |    |18.40|  0.000|1|0|5|2|1|0|0
20357|MRK 0047|183.99675 |  40.57260 |G|  5855| 0.019530 |    |15.44|  0.000|23|1|36|3|3|9|0
20358|MRK 1468|184.00475 |  59.50781 |G|  4420| 0.014744 |    |15.2g|  0.000|26|1|40|4|4|8|1
20359|SBS 1213+549B|184.01258 |  54.71460 |G|  5315| 0.017728 |    |16.0g|  0.000|11|1|48|3|2|12|0
20360|SDSS J121607.13-033433.2|184.02972 |  -3.57591 |G|  5996| 0.020000 |SN  |21.1g|  0.000|2|0|15|1|0|4|0
20361|SDSS J121608.52+361732.5|184.03550 |  36.29237 |G|  3607| 0.012032 |    |17.4g|  0.000|3|0|43|2|2|8|0
20362|CGCG 013-114|184.03553 |  -3.57014 |G|  5143| 0.017156 |    |14.9g|  0.000|21|0|60|5|6|14|0
20363|LDCE 0880|184.04375 | -13.02583 |GGroup|  4255| 0.014193 |    |     |  0.000|1|0|0|0|1|0|0
20364|SDSS J121612.31+535022.6|184.05129 |  53.83961 |G|  5418| 0.018072 |    |17.92|  0.000|4|0|20|1|2|4|0
20365|2MASX J12161602-1129079|184.06679 | -11.48544 |G|  5461| 0.018216 |    |16.3b|  0.000|0|0|13|0|1|2|0
20366|SDSS J121622.51+575715.2|184.09383 |  57.95428 |G|  4856| 0.016198 |    |17.9g|  0.000|4|0|20|1|1|4|0
20367|SDSS J121623.10+510513.8|184.09625 |  51.08717 |PofG|  3526| 0.011762 |    |19.5g|  0.000|2|0|20|1|2|3|0
20368|MRK 0048|184.11406 |  57.87719 |G|  4851| 0.016180 |    |15.0g|  0.000|22|1|55|5|5|10|0
20369|AGESVC1 172|184.12042 |   8.60500 |G|  5734| 0.019127 |    |     |  0.000|1|0|0|0|0|0|0
20370|SDSS J121630.64+083615.6|184.12767 |   8.60433 |G|  5726| 0.019100 |    |17.5g|  0.000|1|0|1|0|1|0|0
20371|WKK 0825|184.12979 | -72.48426 |G|  5644| 0.018825 |    |17.7 |  0.000|5|0|1|0|1|0|0
20372|UGC 07294|184.13408 |  29.82258 |G|  3896| 0.012996 |    |16.0g|  0.000|21|1|32|4|5|9|0
20373|LCRS B121358.0-120049|184.13632 | -12.29163 |G|  5102| 0.017018 |    |16.04|  0.000|5|0|14|2|2|2|0
20374|SDSS J121633.29+033117.2|184.13875 |   3.52145 |G|  5793| 0.019322 |    |17.8g|  0.000|5|0|39|2|2|8|0
20375|VCC 0198|184.14081 |   6.83524 |G|  3576| 0.011928 |    |17.8g|  0.000|11|0|43|3|3|8|0
20376|LCRS B121402.6-115740|184.15556 | -12.23882 |G|  5357| 0.017869 |    |16.72|  0.000|3|0|10|2|1|2|0
20377|NGC 4225|184.15989 | -12.32767 |G|  5192| 0.017319 |    |14.95|  0.000|15|0|18|3|2|4|0
20378|2MASX J12163873-8131583|184.16150 | -81.53289 |G|  4781| 0.015948 |    |20.3b|  0.000|0|0|9|0|1|2|0
20379|LCSB L0502P|184.17421 | -25.25153 |G|  5697| 0.019003 |    |15.3R|  0.000|4|0|4|0|1|0|0
20380|SDSSCGB 12831|184.20250 |  30.27247 |GGroup|  3897| 0.013000 |    |16.40|  0.000|1|0|0|0|0|0|0
20381|UGC 07302|184.20470 |  30.26996 |G|  3838| 0.012802 |    |17.0g|  0.000|19|0|21|3|6|7|0
20382|SDSS J121650.06+301617.6|184.20862 |  30.27157 |G|  3839| 0.012806 |    |17.5g|  0.000|4|0|15|1|3|4|0
20383|LCRS B121417.3-120438|184.21723 | -12.35502 |G|  5536| 0.018466 |    |16.50|  0.000|1|0|5|1|1|0|0
20384|LCRS B121417.9-120339|184.21907 | -12.33874 |G|  5420| 0.018079 |    |16.55|  0.000|2|0|14|2|1|2|0
20385|2MASX J12165297-4858258|184.22067 | -48.97386 |G|  5366| 0.017899 |    |16.2 |  0.000|16|0|20|2|3|2|0
20386|SDSS J121700.58+390541.9|184.25245 |  39.09497 |G|  4438| 0.014804 |    |18.2 |  0.000|2|0|19|1|0|4|0
20387|LCRS B121430.9-032555|184.27033 |  -3.70968 |G|  5240| 0.017479 |    |16.5g|  0.000|7|0|45|6|4|8|0
20388|GALEXASC J121706.39-263729.3  |184.27696 | -26.62447 |G|  4031| 0.013446 |    |16.2R|  0.000|3|0|4|0|1|0|0
20389|SDSS J121713.41+570625.7|184.30590 |  57.10717 |G|  4795| 0.015995 |    |17.0g|  0.000|5|0|35|2|2|8|0
20390|KUG 1214+130|184.31878 |  12.79519 |G|  4987| 0.016635 |    |15.5g|  0.000|28|0|39|6|7|8|0
20391|2MASX J12172161-4104038|184.34000 | -41.06769 |G|  3284| 0.010954 |    |14.9I|  0.000|4|0|9|0|1|2|0
20392|AGESVC1 190|184.34833 |   7.03833 |G|  3738| 0.012469 |    |     |  0.000|1|0|0|0|0|0|0
20393|SDSS J121724.16+070226.2|184.35071 |   7.04064 |G|  3733| 0.012453 |    |16.4g|  0.000|4|0|28|1|3|4|0
20394|WKK 0850|184.37227 | -53.35695 |G|  5964| 0.019894 |    |15.9 |  0.000|3|0|1|0|1|0|0
20395|SDSS J121733.57+634929.1|184.38989 |  63.82478 |G|  4261| 0.014212 |    |17.9g|  0.000|4|0|35|2|2|8|0
20396|SDSS J121735.86+063442.1|184.39946 |   6.57839 |G|  5379| 0.017944 |    |17.8g|  0.000|3|0|20|1|2|4|0
20397|SDSS J121741.01+084901.5|184.42092 |   8.81709 |G|  4292| 0.014317 |    |20.8g|  0.000|2|0|16|1|1|4|0
20398|VCC 0246|184.42103 |   7.15326 |G|  3706| 0.012363 |    |18.3g|  0.000|7|0|35|3|1|8|0
20399|VCC 0248|184.42337 |   8.81789 |G|  4296| 0.014330 |    |17.2 |  0.000|12|0|2|1|1|2|0
20400|SBS 1215+565|184.45610 |  56.24560 |G|  4992| 0.016651 |    |17.0g|  0.000|9|0|40|2|3|8|0
20401|NGC 4247|184.49200 |   7.27395 |G|  3838| 0.012802 |    |14.2g|  0.000|34|2|55|8|9|13|0
20402|NGC 4246|184.49216 |   7.18591 |G|  3720| 0.012409 |    |13.6g|  0.000|88|4|67|7|14|16|0
20403|ESO 380- G 011|184.49904 | -35.68114 |G|  5410| 0.018046 |    |15.83|  0.000|7|0|19|1|2|14|0
20404|NGC 4219A|184.49954 | -43.54003 |G|  5885| 0.019630 |    |14.38|  0.000|30|1|31|2|6|17|0
20405|SDSS J121801.49+112738.2|184.50623 |  11.46063 |G|  5937| 0.019804 |    |19.65|  0.000|3|0|16|1|1|4|0
20406|AGESVC1 189|184.51042 |   8.99417 |G|  4541| 0.015147 |    |     |  0.000|1|0|0|0|0|0|0
20407|IC 0773|184.53372 |   6.13955 |G|  5477| 0.018269 |    |14.3g|  0.000|34|0|58|8|6|14|0
20408|NGC 4202|184.53564 |  -1.06412 |G|  5707| 0.019036 |    |14.4g|  0.000|44|0|59|5|9|15|1
20409|WKK 0867|184.53862 | -56.74083 |G|  5666| 0.018900 |    |16.1 |  0.000|10|0|13|1|0|2|0
20410|[M98j] 166|184.54406 |  65.98911 |GGroup|  3001| 0.010010 |    |     |  0.000|1|0|0|0|0|0|0
20411|SDSS J121810.79+081919.6|184.54500 |   8.32214 |G|  4314| 0.014390 |    |16.6g|  0.000|15|0|22|1|3|4|0
20412|VCC 0277|184.54996 |   7.66006 |G|  3957| 0.013198 |    |15.8g|  0.000|19|0|25|3|6|6|0
20413|SDSS J121813.12+581900.7|184.55468 |  58.31688 |G|  4407| 0.014699 |    |18.1g|  0.000|4|0|39|2|2|8|0
20414|VCC 0279|184.56096 |  10.35397 |G|  5938| 0.019807 |    |16.8g|  0.000|20|0|27|2|3|6|0
20415|SDSS J121815.86+111336.7|184.56612 |  11.22689 |G|  4732| 0.015784 |    |17.4g|  0.000|8|0|25|1|3|4|0
20416|SDSS J121817.27+544929.7|184.57199 |  54.82494 |G|  5718| 0.019074 |    |18.1g|  0.000|4|0|39|2|2|8|0
20417|LCRS B121542.7-113550|184.57250 | -11.87458 |G|  5303| 0.017689 |    |15.05|  0.000|0|0|23|1|1|4|0
20418|SDSS J121820.44+470752.1|184.58518 |  47.13116 |G|  5646| 0.018832 |    |17.5g|  0.000|4|0|39|2|2|8|0
20419|SDSS J121825.94+580255.6|184.60813 |  58.04881 |G|  4931| 0.016448 |    |16.6g|  0.000|4|0|24|1|1|4|0
20420|NGC 4253|184.61046 |  29.81287 |G|  3876| 0.012929 |    |13.5r|  0.000|590|26|193|12|14|11|0
20421|SDSS J121826.80+294846.4|184.61167 |  29.81289 |PofG|  3812| 0.012714 |    |19.8g|  0.000|1|0|0|0|3|0|0
20422|SDSS J121826.99+294859.2|184.61246 |  29.81647 |G|  3838| 0.012801 |    |21.2g|  0.000|3|0|15|1|2|4|0
20423|SBS 1216+590|184.61400 |  58.75921 |G|  4531| 0.015113 |    |17.0g|  0.000|7|0|48|2|3|10|0
20424|HIPASS J1218-43|184.62167 | -43.49056 |G|  5912| 0.019721 |    |     |  0.000|2|0|1|0|1|0|0
20425|SDSS J121829.71+283352.2|184.62383 |  28.56453 |G|  4126| 0.013764 |    |16.8g|  0.000|3|0|4|0|3|0|0
